em,one_five,two,three,four
1471.47147147,0.9463166670683613,0.6310749485297592,0.1260204529181053,0.036641603086478604
1477.47747748,0.9471421117894281,0.6334293709466702,0.12694575394385244,0.036881113057413574
1483.48348348,0.9479589614393981,0.6357791958529118,0.12787578138058736,0.03712189959350805
1489.48948949,0.9487672687049026,0.6381243446790328,0.12881054100544953,0.03736396737351819
1495.4954955,0.9495670864955398,0.6404647393606993,0.12975003843855767,0.03760732107853937
1501.5015015,0.9503584679343476,0.6428003023464133,0.13069427914188034,0.03785196539189502
1507.50750751,0.9511414663483381,0.64513095660514,0.13164326841811308,0.038097904999024754
1513.51351351,0.9519161352590944,0.6474566256338411,0.13259701140956262,0.038345144587371864
1519.51951952,0.9526825283734325,0.6497772334649136,0.13355551309703795,0.038593688846270124
1525.52552553,0.9534406995741287,0.6520927046735328,0.13451877829874873,0.038843542466829965
1531.53153153,0.9541907029107141,0.6544029643848988,0.13548681166921087,0.03909471014182393
1537.53753754,0.9549325925903375,0.6567079382813843,0.13645961769815956,0.03934719656557153
1543.54354354,0.9556664229686984,0.6590075526095837,0.13743720070947008,0.039601006433823374
1549.54954955,0.9563922485410513,0.6613017341872613,0.1384195648600861,0.03985614444364472
